3.650999999999999732e-03 1.621737889999999904e+00 4.337111920000000231e-01
3.820000000000001346e-03 1.814189819999999953e+00 3.550951390000000041e-01
3.990000000000001358e-03 7.842266559999999664e-01 3.521994789999999820e-01
4.160000000000000503e-03 8.468660919999999592e-01 3.378979480000000035e-01
4.330000000000001383e-03 1.396511099999999894e+00 3.262202659999999810e-01
4.498999999999999527e-03 1.255426909999999951e+00 2.771443490000000121e-01
4.668999999999997805e-03 1.090196359999999975e+00 2.473641990000000068e-01
4.839000000000002154e-03 1.400498379999999932e+00 2.672755130000000201e-01
5.009000000000003033e-03 8.588618009999999803e-01 2.181147479999999972e-01
5.178999999999999576e-03 9.814624749999999453e-01 2.049344939999999948e-01
5.347999999999998588e-03 8.782795880000000555e-01 1.921532400000000029e-01
5.518000000000000335e-03 8.444052730000000118e-01 1.863333470000000103e-01
5.688000000000000347e-03 7.878791649999999924e-01 1.946156420000000054e-01
5.858000000000001227e-03 9.530432399999999582e-01 1.879065880000000133e-01
5.943000000000002968e-03 8.628194179999999491e-01 7.091230819999999602e-02
6.282000000000002859e-03 9.452158109999999613e-01 6.194491669999999811e-02
6.622000000000002017e-03 7.903865509999999928e-01 5.284042500000000336e-02
6.961000000000001041e-03 7.222636159999999972e-01 4.777292069999999891e-02
7.301000000000002800e-03 7.596510690000000121e-01 4.512124609999999814e-02
7.641000000000000222e-03 6.446529589999999699e-01 4.221461569999999941e-02
7.979999999999995777e-03 5.730464600000000353e-01 3.929064530000000305e-02
8.320000000000001006e-03 5.614576610000000523e-01 3.624512760000000305e-02
8.659000000000000030e-03 4.828463119999999997e-01 3.349705120000000258e-02
8.999000000000003524e-03 5.965093970000000523e-01 3.419395129999999727e-02
9.339000000000000079e-03 5.243354230000000227e-01 3.381822460000000197e-02
9.677999999999995634e-03 4.883162850000000166e-01 3.092233059999999895e-02
1.001800000000000260e-02 4.643253379999999764e-01 2.885744919999999950e-02
1.035700000000000162e-02 4.565646179999999776e-01 2.847370579999999873e-02
1.069699999999999818e-02 3.890329920000000219e-01 2.661054180000000172e-02
1.103600000000000241e-02 3.846134979999999981e-01 2.503683810000000010e-02
1.137600000000000243e-02 3.794449209999999906e-01 2.350032869999999982e-02
1.171599999999999898e-02 3.686592670000000127e-01 2.334779749999999973e-02
1.205500000000000148e-02 3.612191799999999731e-01 2.232805850000000106e-02
1.239499999999999803e-02 2.997018699999999813e-01 2.086516600000000096e-02
1.273399999999999879e-02 3.070207139999999724e-01 2.046890540000000092e-02
1.307400000000000055e-02 2.976292859999999374e-01 1.936875249999999923e-02
1.341399999999999884e-02 2.380908009999999908e-01 1.790210990000000099e-02
1.375299999999999613e-02 2.808826440000000146e-01 1.841511969999999956e-02
1.409299999999999962e-02 2.539153829999999945e-01 1.723819760000000131e-02
1.443199999999999691e-02 2.095625629999999795e-01 1.588671449999999943e-02
1.477199999999999694e-02 2.258743739999999611e-01 1.594166580000000097e-02
1.511100000000000290e-02 2.059120629999999785e-01 1.551055070000000036e-02
1.545099999999999772e-02 2.072608370000000311e-01 1.536529979999999920e-02
1.579099999999999948e-02 2.086861660000000063e-01 1.453574910000000019e-02
1.613000000000000198e-02 1.699859290000000078e-01 1.335605240000000034e-02
1.646999999999999853e-02 1.794658409999999593e-01 1.369995639999999938e-02
1.680900000000000102e-02 1.922058289999999947e-01 1.388165019999999979e-02
1.714900000000000105e-02 1.639899890000000027e-01 1.235797339999999966e-02
1.748800000000000354e-02 1.613029260000000131e-01 1.234912040000000003e-02
1.782800000000000357e-02 1.251956029999999886e-01 1.088156820000000038e-02
1.816800000000000359e-02 1.396076300000000381e-01 1.136875489999999989e-02
1.850700000000000262e-02 1.567097620000000024e-01 1.150291089999999974e-02
1.884699999999999570e-02 1.423125419999999863e-01 1.097319530000000036e-02
1.918599999999999819e-02 1.247733159999999814e-01 1.028448069999999930e-02
1.952599999999999822e-02 1.230014460000000143e-01 1.036616589999999997e-02
1.986600000000000518e-02 1.385194009999999865e-01 1.049565690000000065e-02
2.020500000000000421e-02 1.217625320000000205e-01 9.687928309999999793e-03
2.054500000000000076e-02 9.957489959999997475e-02 8.834451659999999207e-03
2.088400000000000326e-02 1.005483859999999896e-01 8.912802980000000472e-03
2.122400000000000328e-02 1.132842929999999942e-01 9.345077849999999450e-03
2.156300000000000230e-02 1.026932729999999877e-01 8.968681259999999877e-03
2.190299999999999539e-02 1.014998299999999992e-01 8.695779250000000571e-03
2.224299999999999888e-02 8.423774990000000573e-02 7.895989969999999553e-03
2.258199999999999791e-02 8.236868239999999008e-02 8.117752060000000408e-03
2.292200000000000487e-02 8.755435259999998221e-02 7.763936850000000001e-03
2.326099999999999696e-02 9.681546439999998144e-02 8.318629299999999796e-03
2.360099999999999698e-02 8.337719330000001317e-02 7.691703650000000260e-03
2.394100000000000394e-02 7.666300569999998094e-02 7.417861520000000077e-03
2.436699999999999630e-02 7.840475839999998253e-02 3.262887390000000082e-03
2.519300000000000012e-02 6.638343239999999756e-02 3.013158369999999978e-03
2.601900000000000740e-02 6.031045190000001305e-02 2.819408169999999998e-03
2.684500000000000081e-02 5.886563279999999787e-02 2.775095950000000099e-03
2.767099999999999421e-02 5.279645280000000440e-02 2.549246869999999797e-03
2.849700000000000150e-02 4.886250929999998854e-02 2.443070229999999825e-03
2.932299999999999143e-02 4.983454209999998996e-02 2.357229159999999976e-03
3.014899999999999178e-02 4.243276060000000099e-02 2.178953029999999846e-03
3.097499999999999559e-02 3.775100200000000572e-02 2.063621040000000132e-03
3.180100000000000982e-02 3.463574619999999077e-02 2.010267689999999888e-03
3.262700000000000322e-02 3.330580539999999923e-02 1.854186529999999906e-03
3.345299999999998969e-02 3.353416359999999291e-02 1.864325000000000010e-03
3.427899999999999697e-02 3.017068159999999888e-02 1.764489800000000001e-03
3.510500000000000426e-02 2.573884939999999955e-02 1.662347100000000034e-03
3.593100000000000460e-02 2.399309429999999660e-02 1.567410499999999937e-03
3.675799999999999901e-02 2.379266769999999892e-02 1.516684329999999897e-03
3.758399999999999935e-02 2.239631010000000394e-02 1.445659190000000071e-03
3.840999999999999970e-02 2.273188860000000325e-02 1.456368300000000088e-03
3.923600000000000004e-02 2.109191519999999501e-02 1.401630779999999982e-03
4.006200000000000039e-02 1.825206289999999759e-02 1.287479719999999953e-03
4.088799999999999379e-02 1.829957250000000327e-02 1.296539630000000066e-03
4.171400000000000108e-02 1.634982249999999970e-02 1.235301669999999989e-03
4.254000000000000142e-02 1.437631699999999610e-02 1.206266110000000103e-03
4.336599999999999483e-02 1.406680249999999605e-02 1.151376240000000087e-03
4.419200000000000905e-02 1.374932019999999810e-02 1.102879009999999929e-03
4.501800000000000246e-02 1.557082279999999659e-02 1.166061039999999977e-03
4.584399999999999586e-02 1.139558830000000043e-02 1.028741419999999957e-03
4.666999999999999621e-02 1.284839839999999886e-02 1.099394519999999939e-03
4.749599999999998962e-02 1.193266529999999909e-02 1.002025099999999955e-03
4.832199999999999690e-02 1.142444269999999887e-02 9.588192360000000018e-04
4.914800000000000418e-02 1.048452979999999965e-02 9.404564260000000285e-04
4.997400000000000453e-02 1.026591859999999821e-02 9.120322710000000133e-04
5.080000000000000487e-02 7.623650579999996860e-03 8.873153870000000370e-04
5.162599999999998440e-02 1.056856130000000116e-02 9.407817320000000198e-04
5.245200000000000556e-02 9.182578039999998373e-03 8.682529720000000404e-04
5.327799999999999897e-02 8.511243199999997400e-03 8.557903139999999825e-04
5.410399999999998544e-02 8.217219259999998526e-03 8.238500369999999552e-04
5.492999999999999966e-02 6.518702749999999088e-03 7.807996720000000149e-04
5.575599999999999307e-02 6.719987790000000495e-03 7.882705300000000369e-04
5.658199999999999341e-02 6.381563170000001742e-03 7.610167790000000243e-04
5.740800000000000070e-02 6.466612209999999215e-03 7.632205019999999465e-04
5.823400000000000798e-02 6.644250249999997249e-03 7.357522569999999477e-04
5.906000000000000139e-02 6.446364699999999372e-03 7.859951789999999883e-04
5.988600000000000173e-02 6.256839849999997621e-03 7.195502430000000121e-04
6.071200000000001595e-02 7.204072480000003886e-03 7.445655560000000390e-04
6.153800000000000242e-02 5.048188639999998638e-03 6.611254900000000309e-04
6.236400000000000277e-02 6.473467460000000874e-03 7.042176870000000028e-04
6.318999999999999617e-02 5.013128029999997654e-03 6.882093449999999871e-04
6.401600000000000346e-02 4.476418450000001908e-03 6.622039350000000473e-04
6.484199999999998298e-02 4.539449929999999842e-03 6.202284189999999640e-04
6.566799999999999027e-02 5.641971519999998755e-03 6.245020170000000186e-04
6.649399999999998367e-02 3.194919000000000491e-03 6.029210990000000072e-04
6.732000000000000484e-02 4.042789669999999683e-03 6.072589649999999986e-04
6.814599999999998436e-02 3.923014569999999299e-03 5.877249040000000462e-04
6.897200000000001940e-02 2.767292389999999498e-03 5.679358070000000173e-04
6.979800000000001281e-02 3.254105340000000134e-03 5.924645289999999577e-04
7.062400000000002009e-02 4.403972779999998539e-03 5.962094459999999494e-04
7.144999999999998574e-02 3.449435880000001082e-03 5.590884699999999763e-04
7.227600000000002078e-02 2.766851550000000697e-03 5.861205620000000099e-04
7.310200000000001419e-02 3.978469800000000375e-03 5.839187959999999657e-04
7.392799999999997984e-02 3.015435639999999081e-03 5.225309440000000223e-04
7.475400000000000100e-02 4.204091739999997988e-03 5.579354500000000081e-04
7.557999999999998053e-02 2.183557409999999695e-03 5.393368119999999684e-04
