X,Plate,Sample.Code,OleicAc.concentration.molarity,Oleylamine.concentration.molarity,CdAc.concentration.molarity,Se.concentration.molarity,Run_1_peak_position,Run_1_abs_avg,Run_1_Diameter,Run_2_peak_position,Run_2_peak_abs_avg,Run_2_Diameter,Run_3_peak_position,Run_3_peak_abs_avg,Run_3_Diameter,Avg_peak_position,Std_dev_peak_position,Avg_peak_intensity,Std_dev_peak_intensity,Avg_diameter,Std_dev_diameter,Run_1_FL_Peak_Intensity,Run_1_FL_Peak_Position,Run_2_FL_Peak_Intensity,Run_2_FL_Peak_Position,Run_3_FL_Peak_Intensity,Run_3_FL_Peak_Position,Avg_FL_Peak_Position,Avg_FL_Peak_Intensity,Std_dev_Peak_Position,Std_dev_Peak_Intensity,Run_1_Stokes_shift,Run_2_Stokes_shift,Run_3_Stokes_shift,Avg_Stokes_shift,Std_dev_Stokes_shift
88,1,1-H5,0.375,0,0.05,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1467,606,291,697,1581,588,630.3333333,1113,58.43229701,583.1020494,NA,NA,NA,NA,NA
89,1,1-H6,0.375,0,0.05,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1206,615,199,695,862,602,637.3333333,755.6666667,50.36202273,417.925299,NA,NA,NA,NA,NA
90,1,1-H7,0.375,0,0.075,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,1,1-H8,0.375,0,0.075,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,697,319,694,781,587,659.3333333,465.3333333,62.66046069,223.4074504,NA,NA,NA,NA,NA
92,1,1-H9,0.375,0,0.075,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524,611,251,694,632,480,595,469,107.893466,160.3309078,NA,NA,NA,NA,NA
93,1,1-H10,0.375,0,0.075,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664,693,551,489,587,610,597.3333333,600.6666667,102.5881735,47.13338048,NA,NA,NA,NA,NA
94,1,1-H11,0.375,0,0.075,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342,689,319,698,693,690,692.3333333,451.3333333,4.932882862,171.1419164,NA,NA,NA,NA,NA
95,1,1-H12,0.375,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,2,2-A1,0.375,0,0.1,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,696,898,611,423,505,604,518.3333333,95.69221494,279.3329356,NA,NA,NA,NA,NA
97,2,2-A2,0.375,0,0.1,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,506,281,695,132,694,631.6666667,230,108.8316743,69.31570289,NA,NA,NA,NA,NA
98,2,2-A3,0.375,0,0.1,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,691,174,698,961,483,624,440.3333333,122.1597315,368.1995232,NA,NA,NA,NA,NA
99,2,2-A4,0.375,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,690,219,696,303,519,635,232.6666667,100.5037313,52.74045464,NA,NA,NA,NA,NA
100,2,2-A5,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,2,2-A6,0.5,0,0,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,2,2-A7,0.5,0,0,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,2,2-A8,0.5,0,0,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,2,2-A9,0.5,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,2,2-A10,0.5,0,0.025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,2,2-A11,0.5,0,0.025,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1302,579,1017,482,1515,484,515,1278,55.43464621,204.0147054,NA,NA,NA,NA,NA
107,2,2-A12,0.5,0,0.025,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1037,482,576,502,1055,521,501.6666667,889.3333333,19.50213664,221.6819544,NA,NA,NA,NA,NA
108,2,2-B1,0.5,0,0.025,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,575,331,530,1281,486,530.3333333,767.3333333,44.50093632,391.6719149,NA,NA,NA,NA,NA
109,2,2-B2,0.5,0,0.025,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1266,574,715,489,811,513,525.3333333,930.6666667,43.82160806,240.3335645,NA,NA,NA,NA,NA
110,2,2-B3,0.5,0,0.05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,2,2-B4,0.5,0,0.05,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475,561,470,694,1231,492,582.3333333,725.3333333,102.6758654,357.5661555,NA,NA,NA,NA,NA
112,2,2-B5,0.5,0,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,826,488,345,530,598,525,514.3333333,589.6666667,22.94195574,196.4558192,NA,NA,NA,NA,NA
113,2,2-B6,0.5,0,0.05,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,684,166,698,337,573,651.6666667,203.6666667,68.4860083,97.20882447,NA,NA,NA,NA,NA
114,2,2-B7,0.5,0,0.05,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,543,273,696,285,562,600.3333333,282.6666667,83.39264556,7.133644853,NA,NA,NA,NA,NA
115,2,2-B8,0.5,0,0.075,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,2,2-B9,0.5,0,0.075,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,531,538,698,242,538,589,325,94.46163242,151.8310465,NA,NA,NA,NA,NA
117,2,2-B10,0.5,0,0.075,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,686,362,585,257,526,599,255.3333333,80.9135341,87.78129388,NA,NA,NA,NA,NA
118,2,2-B11,0.5,0,0.075,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,699,249,519,137,559,592.3333333,193,94.51631253,45.72380853,NA,NA,NA,NA,NA
119,2,2-B12,0.5,0,0.075,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,691,184,540,144,690,640.3333333,209,86.89265408,65.70134448,NA,NA,NA,NA,NA
120,2,2-C1,0.5,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,2,2-C2,0.5,0,0.1,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,692,172,690,177,687,689.6666667,184.3333333,2.516611478,14.05544576,NA,NA,NA,NA,NA
122,2,2-C3,0.5,0,0.1,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,691,171,697,306,516,634.6666667,215,102.8121264,64.35837164,NA,NA,NA,NA,NA
123,2,2-C4,0.5,0,0.1,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,689,192,698,135,685,690.6666667,167.6666667,6.658328118,24.00462918,NA,NA,NA,NA,NA
124,2,2-C5,0.5,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,690,263,697,131,698,695,174,4.358898944,62.94441993,NA,NA,NA,NA,NA
125,2,2-C6,0,0.125,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,2,2-C7,0,0.125,0,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2,2-C8,0,0.125,0,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,2,2-C9,0,0.125,0,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,2,2-C10,0,0.125,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,2,2-C11,0,0.125,0.025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,2,2-C12,0,0.125,0.025,0.025,401,0.280333333,1.563086036,401,0.303,1.563086036,400,0.248333333,1.55432,400.6666667,0.577350269,0.277222222,0.027465804,1.560164024,0.005061073,6511,453,4505,440,3498,442,445,4838,7,1252.386788,52,39,42,44.33333333,6.806859286
132,2,2-D1,0,0.125,0.025,0.05,402,0.335333333,1.57181745,400,0.345666667,1.55432,401,0.298333333,1.563086036,401,1,0.326444444,0.024887153,1.563074495,0.008748731,7561,458,6661,437,6452,446,447,6891.333333,10.53565375,481.1516278,56,37,45,46,9.539392014
133,2,2-D2,0,0.125,0.025,0.075,402,0.356,1.57181745,401,0.375333333,1.563086036,402,0.324666667,1.57181745,401.6666667,0.577350269,0.352,0.025569079,1.568906979,0.005041084,10118,456,7571,437,7885,446,446.3333333,8524.666667,9.504384953,1133.926021,54,36,44,44.66666667,9.018499506
134,2,2-D3,0,0.125,0.025,0.1,402,0.404,1.57181745,401,0.405333333,1.563086036,401,0.371,1.563086036,401.3333333,0.577350269,0.393444444,0.019448888,1.565996507,0.005041084,12255,453,8365,431,9267,449,444.3333333,9962.333333,11.71893055,1662.456282,51,30,48,43,11.35781669
135,2,2-D4,0,0.125,0.05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,2,2-D5,0,0.125,0.05,0.025,401,0.362666667,1.563086036,400,0.313,1.55432,400,0.296333333,1.55432,400.3333333,0.577350269,0.324,0.034507648,1.557242012,0.005061073,10857,459,8826,440,8493,445,448,9392,9.848857802,1044.79376,58,40,45,47.66666667,9.291573243
137,2,2-D6,0,0.125,0.05,0.05,402,0.450666667,1.57181745,400,0.369,1.55432,401,0.347,1.563086036,401,1,0.388888889,0.054620238,1.563074495,0.008748731,18973,457,10759,441,11683,446,448,13805,8.185352772,3673.745772,55,41,45,47,7.211102551
138,2,2-D7,0,0.125,0.05,0.075,402,0.563666667,1.57181745,400,0.400333333,1.55432,401,0.410666667,1.563086036,401,1,0.458222222,0.091463614,1.563074495,0.008748731,22083,462,12012,441,15003,450,451,16366,10.53565375,4222.920553,60,41,49,50,9.539392014
139,2,2-D8,0,0.125,0.05,0.1,401,0.551333333,1.563086036,400,0.434666667,1.55432,401,0.435666667,1.563086036,400.6666667,0.577350269,0.473888889,0.06707072,1.560164024,0.005061073,23720,458,13590,438,15911,449,448.3333333,17740.33333,10.0166528,4333.133611,57,38,48,47.66666667,9.504384953
140,2,2-D9,0,0.125,0.075,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,2,2-D10,0,0.125,0.075,0.025,401,0.496,1.563086036,400,0.342666667,1.55432,401,0.372,1.563086036,400.6666667,0.577350269,0.403555556,0.0813916,1.560164024,0.005061073,17480,459,13135,446,13840,450,451.6666667,14818.33333,6.658328118,1903.962243,58,46,49,51,6.244997998
142,2,2-D11,0,0.125,0.075,0.05,402,0.594666667,1.57181745,400,0.411,1.55432,400,0.416,1.55432,400.6666667,1.154700538,0.473888889,0.104626496,1.560152483,0.010102157,27402,461,15449,446,15783,450,452.3333333,19544.66667,7.767453465,5557.646644,59,46,50,51.66666667,6.658328118
143,2,2-D12,0,0.125,0.075,0.075,402,0.696333333,1.57181745,400,0.507333333,1.55432,401,0.490666667,1.563086036,401,1,0.564777778,0.114234813,1.563074495,0.008748731,34153,460,16920,443,21193,449,450.6666667,24088.66667,8.621678104,7327.243062,58,43,48,49.66666667,7.637626158
144,2,2-E1,0,0.125,0.075,0.1,402,0.669666667,1.57181745,400,0.506,1.55432,402,0.542666667,1.57181745,401.3333333,1.154700538,0.572777778,0.085887739,1.565984967,0.010102157,27518,460,14656,443,18546,450,451,20240,8.544003745,5385.783013,58,43,48,49.66666667,7.637626158
145,2,2-E2,0,0.125,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,2,2-E3,0,0.125,0.1,0.025,402,0.530333333,1.57181745,401,0.41,1.563086036,402,0.466,1.57181745,401.6666667,0.577350269,0.468777778,0.060214739,1.568906979,0.005041084,20959,460,14823,448,16979,453,453.6666667,17587,6.027713773,2541.636218,58,47,51,52,5.567764363
147,2,2-E4,0,0.125,0.1,0.05,402,0.654666667,1.57181745,401,0.469666667,1.563086036,402,0.525666667,1.57181745,401.6666667,0.577350269,0.55,0.094870087,1.568906979,0.005041084,23963,460,17402,449,18962,452,453.6666667,20109,5.686240703,2798.617159,58,48,50,52,5.291502622
148,2,2-E5,0,0.125,0.1,0.075,402,0.764666667,1.57181745,401,0.520666667,1.563086036,402,0.637,1.57181745,401.6666667,0.577350269,0.640777778,0.12204386,1.568906979,0.005041084,35826,459,21180,446,25154,453,452.6666667,27386.66667,6.506407099,6184.115638,57,45,51,51,6
149,2,2-E6,0,0.125,0.1,0.1,402,0.903,1.57181745,401,0.559333333,1.563086036,403,0.722333333,1.580513833,402,1,0.728222222,0.171908998,1.571805773,0.008713905,37944,460,19777,446,26871,455,453.6666667,28197.33333,7.094598885,7475.709212,58,45,52,51.66666667,6.506407099
150,2,2-E7,0.125,0.125,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,2,2-E8,0.125,0.125,0,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,2,2-E9,0.125,0.125,0,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,2,2-E10,0.125,0.125,0,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,2,2-E11,0.125,0.125,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,2,2-E12,0.125,0.125,0.025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,2,2-F1,0.125,0.125,0.025,0.025,403,0.394666667,1.580513833,NA,NA,NA,415,0.725666667,1.682041635,409,8.485281374,0.560166667,0.234052344,1.631277734,0.071790997,2041,440,805,465,311,546,483.6666667,1052.333333,55.41058864,727.6012339,37,NA,131,84,66.46803743
157,2,2-F2,0.125,0.125,0.025,0.05,403,0.446333333,1.580513833,378,0.432666667,1.354027007,415,0.773333333,1.682041635,398.6666667,18.87679351,0.550777778,0.192859861,1.538860825,0.167927451,2508,440,808,474,724,515,476.3333333,1346.666667,37.55440498,821.9024003,37,96,100,77.66666667,35.27510926
158,2,2-F3,0.125,0.125,0.025,0.075,403,0.462666667,1.580513833,402,0.442666667,1.57181745,417,0.731333333,1.698447505,407.3333333,8.386497084,0.545555556,0.16119875,1.616926263,0.070733242,2977,437,739,597,1179,485,506.3333333,1631.666667,82.10562303,968.1051366,34,195,68,99,84.85870609
159,2,2-F4,0.125,0.125,0.025,0.1,404,0.505666667,1.589174814,403,0.487666667,1.580513833,417,0.716333333,1.698447505,408,7.810249676,0.569888889,0.127143547,1.622712051,0.065731632,2772,440,904,587,1791,471,499.3333333,1822.333333,77.48763342,762.9295875,36,184,54,91.33333333,80.75477282
160,2,2-F5,0.125,0.125,0.05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,2,2-F6,0.125,0.125,0.05,0.025,403,0.393333333,1.580513833,378,0.385666667,1.354027007,416,0.731,1.690262923,399,19.31320792,0.503333333,0.197202378,1.541601254,0.17146221,2252,443,2682,434,2102,462,446.3333333,2345.333333,14.29452109,245.8093209,40,56,46,47.33333333,8.082903769
162,2,2-F7,0.125,0.125,0.05,0.05,403,0.402666667,1.580513833,404,0.466,1.589174814,417,0.722,1.698447505,408,7.810249676,0.530222222,0.169076358,1.622712051,0.065731632,2567,446,3802,437,2585,461,448,2984.666667,12.12435565,577.9886581,43,33,44,40,6.08276253
163,2,2-F8,0.125,0.125,0.05,0.075,404,0.474333333,1.589174814,403,0.453666667,1.580513833,418,0.764333333,1.706595551,408.3333333,8.386497084,0.564111111,0.173705157,1.625428066,0.07042637,4170,446,1043,614,1982,472,510.6666667,2398.333333,90.42860904,1310.097282,42,211,54,102.3333333,94.29916931
164,2,2-F9,0.125,0.125,0.05,0.1,404,0.495666667,1.589174814,404,0.532,1.589174814,418,0.752333333,1.706595551,408.6666667,8.082903769,0.593333333,0.138891244,1.62831506,0.067792894,4409,445,1501,591,2166,535,523.6666667,2692,73.65686209,1244.085474,41,187,117,115,73.02054505
165,2,2-F10,0.125,0.125,0.075,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,2,2-F11,0.125,0.125,0.075,0.025,428,0.422666667,1.786131739,404,0.443,1.589174814,418,0.756333333,1.706595551,416.6666667,12.05542755,0.540666667,0.18704931,1.693967368,0.099083858,3188,453,3833,440,4004,440,444.3333333,3675,7.505553499,351.3659061,25,36,22,27.66666667,7.371114796
167,2,2-F12,0.125,0.125,0.075,0.05,428,0.455,1.786131739,404,0.499666667,1.589174814,418,0.702333333,1.706595551,416.6666667,12.05542755,0.552333333,0.131809627,1.693967368,0.099083858,4295,456,5179,440,2665,583,493,4046.333333,78.35177088,1041.289372,28,36,165,76.33333333,76.89169873
168,2,2-G1,0.125,0.125,0.075,0.075,428,0.466666667,1.786131739,404,0.488,1.589174814,418,0.751,1.706595551,416.6666667,12.05542755,0.568555556,0.158361167,1.693967368,0.099083858,5230,451,5892,443,3715,592,495.3333333,4945.666667,83.81129598,911.2139644,23,39,174,78.66666667,82.94777473
169,2,2-G2,0.125,0.125,0.075,0.1,427,0.516333333,1.778331157,404,0.474666667,1.589174814,418,0.801,1.706595551,416.3333333,11.59022577,0.597333333,0.177606619,1.691367174,0.095493236,6368,453,5975,443,4463,580,492,5602,76.37407937,821.2198244,26,39,162,75.66666667,75.04887297
170,2,2-G3,0.125,0.125,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,2,2-G4,0.125,0.125,0.1,0.025,432,0.467333333,1.817019554,404,0.434,1.589174814,416,0.706333333,1.690262923,417.3333333,14.04753834,0.535888889,0.148547162,1.698819097,0.114163096,3210,464,5096,446,1941,581,497,3415.666667,73.30075034,1296.207374,32,42,165,79.66666667,74.06978691
172,2,2-G5,0.125,0.125,0.1,0.05,432,0.501,1.817019554,404,0.469,1.589174814,416,0.734333333,1.690262923,417.3333333,14.04753834,0.568111111,0.144839119,1.698819097,0.114163096,4808,463,7280,445,1936,476,461.3333333,4674.666667,15.56705924,2183.715081,31,41,60,44,14.73091986
173,2,2-G6,0.125,0.125,0.1,0.075,428,0.540333333,1.786131739,404,0.550333333,1.589174814,416,0.805666667,1.690262923,416,12,0.632111111,0.150386662,1.688523159,0.098489988,6190,460,8129,447,2815,452,453,5711.333333,6.557438524,2195.676104,32,43,36,37,5.567764363
174,2,2-G7,0.125,0.125,0.1,0.1,429,0.533,1.793900216,404,0.588,1.589174814,417,0.767666667,1.698447505,416.6666667,12.50333289,0.629555556,0.122728396,1.693840845,0.102440415,6080,459,8919,446,2692,541,482,5897,51.50728104,2545.453332,30,42,124,65.33333333,51.15988011
175,2,2-G8,0.25,0.125,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,2,2-G9,0.25,0.125,0,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,2,2-G10,0.25,0.125,0,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,2,2-G11,0.25,0.125,0,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,2,2-G12,0.25,0.125,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,2,2-H1,0.25,0.125,0.025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,2,2-H2,0.25,0.125,0.025,0.025,417,0.546333333,1.698447505,415,0.532,1.682041635,NA,NA,NA,416,1.414213562,0.539166667,0.010135197,1.69024457,0.011600702,3624,437,2240,452,1326,486,458.3333333,2396.666667,25.10644008,944.6725476,20,37,NA,28.5,12.02081528
182,2,2-H3,0.25,0.125,0.025,0.05,418,0.594,1.706595551,416,0.574,1.690262923,NA,NA,NA,417,1.414213562,0.584,0.014142136,1.698429237,0.011548912,3532,440,3258,440,1587,490,456.6666667,2792.333333,28.86751346,859.6085672,22,24,NA,23,1.414213562
183,2,2-H4,0.25,0.125,0.025,0.075,418,0.577,1.706595551,416,0.580333333,1.690262923,NA,NA,NA,417,1.414213562,0.578666667,0.002357023,1.698429237,0.011548912,1517,481,1784,468,1004,515,488,1435,24.2693222,323.6695846,63,52,NA,57.5,7.778174593
184,2,2-H5,0.25,0.125,0.025,0.1,418,0.646333333,1.706595551,416,0.599666667,1.690262923,NA,NA,NA,417,1.414213562,0.623,0.032998316,1.698429237,0.011548912,1861,537,1600,471,1465,480,496,1642,35.79106034,164.3715304,119,55,NA,87,45.254834
185,2,2-H6,0.25,0.125,0.05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,2,2-H7,0.25,0.125,0.05,0.025,419,0.533666667,1.714707271,405,0.534666667,1.59780006,NA,NA,NA,412,9.899494937,0.534166667,0.000707107,1.656253666,0.082665882,3184,437,3372,443,542,532,470.6666667,2366,53.20087719,1292.044375,18,38,NA,28,14.14213562
187,2,2-H8,0.25,0.125,0.05,0.05,418,0.594666667,1.706595551,412,0.572666667,1.657156409,NA,NA,NA,415,4.242640687,0.583666667,0.015556349,1.68187598,0.034958752,2116,577,4098,437,5899,440,484.6666667,4037.666667,79.97708005,1544.992413,159,25,NA,92,94.75230868
188,2,2-H9,0.25,0.125,0.05,0.075,418,0.631666667,1.706595551,416,0.624,1.690262923,NA,NA,NA,417,1.414213562,0.627833334,0.005421152,1.698429237,0.011548912,2763,604,4305,437,5407,434,491.6666667,4158.333333,97.29508381,1084.379187,186,21,NA,103.5,116.6726189
189,2,2-H10,0.25,0.125,0.05,0.1,418,0.629666667,1.706595551,416,0.651,1.690262923,NA,NA,NA,417,1.414213562,0.640333334,0.015084944,1.698429237,0.011548912,2708,592,4298,440,1353,490,507.3333333,2786.333333,77.46827308,1203.566459,174,24,NA,99,106.0660172
190,2,2-H11,0.25,0.125,0.075,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,2,2-H12,0.25,0.125,0.075,0.025,NA,NA,NA,405,0.529,1.59780006,NA,NA,NA,405,NA,0.529,NA,1.59780006,NA,2273,462,4067,437,368,555,484.6666667,2236,62.17984668,1510.337048,NA,32,NA,32,#DIV/0!
192,3,3-A1,0.25,0.125,0.075,0.05,422,1.032666667,1.738827144,417,1.023,1.698447505,NA,NA,NA,419.5,3.535533906,1.027833334,0.006835366,1.718637324,0.028552717,3435,461,6541,440,5241,440,447,5072.333333,12.12435565,1273.615676,39,23,NA,31,11.3137085
193,3,3-A2,0.25,0.125,0.075,0.075,421,1.023333333,1.730822761,417,1.210666667,1.698447505,417,0.893666667,1.698447505,418.3333333,2.309401077,1.042555555,0.159371799,1.709239257,0.018691863,4483,606,4517,584,5193,562,584,4731,22,326.9780829,185,167,145,165.6666667,20.0333056
